hanzi,pinyin,components,tu_hinh,y_nghia,radical,ghi_chu,,A968
谁,,,"Chữ 誰 có nghĩa là 'ai' hay 'gì'. Chữ 誰 là hình ảnh kết hợp giữa chữ 言 (ngôn - lời nói) và chữ 隹 (chuy - chim). Chữ 隹 vẽ con chim đuôi ngắn, nhưng ở đây chỉ đóng vai trò phát âm 'chuy → thùy'. Nguồn gốc của chữ 誰 vẫn chưa được biết. Vì chữ 隹 vẽ con chim đuôi ngắn, nên chữ 誰 cũng được giải thích là hình thức câu hỏi với lời nói ngắn gọn, nhưng không phải là nguồn gốc chính xác. Vì vậy, chữ 誰 nên được hiểu là chữ được tạo ra đơn thuần để biểu hiện nghĩa 'ai' hay 'gì'. May mắn là trong tiếng Hàn hầu như không dùng chữ này.",,,,,
法,,,"Chữ 法 có nghĩa là 'pháp luật' hay 'đạo lý'. Chữ 法 là hình ảnh kết hợp giữa chữ 水 (thủy - nước) và chữ 去 (khứ - đi). Pháp luật là quy tắc để duy trì trật tự xã hội và là lẽ phải mà mọi người đều đồng tình. Chữ Pháp, được tạo ra với ý nghĩa nước (水) chảy từ trên xuống dưới (去) là lẽ đương nhiên, có thể nói là chữ biểu hiện rõ ràng ý nghĩa đó. Tuy nhiên, trong kim văn, chữ 灋 (pháp - pháp luật) có chữ 廌 (trãi - giải trãi) được dùng với nghĩa là 'pháp luật'. Chữ 廌 vẽ con giải trãi (해치수 - hải trí thú). Hải trí thú được vẽ với sừng trên đầu, được cho là có vai trò xét xử tội nhân bằng cách dìm xuống nước. Do đó, chữ 灋 được thêm chữ 水 vào để có nghĩa là 'pháp luật', nhưng trong tiểu triện, để giản lược cấu tạo chữ, chữ Pháp hiện nay có nghĩa là 'pháp luật'.",,,,,
请,,,"Chữ 請 có nghĩa là 'xin' hay 'mong muốn'. Chữ 請 là hình ảnh kết hợp giữa chữ 言 (ngôn - lời nói) và chữ 靑 (thanh - xanh biếc). 'Xin' có nghĩa là tha thiết yêu cầu mong muốn và yêu cầu của mình đối với đối phương. Hãy xem xét chữ Thỉnh. Chữ 靑 vẽ giếng nước trong và mầm cây xanh tươi, có nghĩa là 'xanh biếc'. Chữ Thỉnh, kết hợp chữ 言 vào chữ 靑 có nghĩa trong và xanh như vậy, có nghĩa là 'nói sạch sẽ', tức là 'nói một cách trang trọng'. Chữ 請 ban đầu được dùng với nghĩa là 'bẩm báo', nhưng hiện nay được dùng với nghĩa nói một cách trang trọng. Vì là cách biểu đạt rất tha thiết, nên trong tiếng Trung được dùng làm kính ngữ.",,,,,
问,,,"Chữ 問 có nghĩa là 'hỏi' hay 'ghé thăm'. Chữ 問 là hình ảnh kết hợp giữa chữ 門 (môn - cửa) và chữ 口 (khẩu - miệng). Chữ 門 vẽ cửa đóng mở hai bên, có nghĩa là 'cửa' hay 'lối vào'. Chữ Vấn, được thêm chữ 口 vào chữ 門 vẽ cửa như vậy, biểu hiện hình ảnh ghé thăm nhà người khác và đặt câu hỏi. Ngoài ra, tin tức từ bên ngoài vào qua cửa, nên các nghĩa như 'thông báo', 'tin tức' cũng được phái sinh.",,,,,
那,,,"Chữ 那 có nghĩa là 'làm sao' hay 'nào'. Chữ 那 là hình ảnh kết hợp giữa chữ 冄 (nhiễm - tiến lên) và chữ 邑 (ấp - huyện). Chữ 冄 vẽ hình ảnh tóc dài rủ hai bên và râu, biểu hiện người sống ở phía tây. Có thể nói là vẽ đặc trưng tóc và râu của đàn ông phía tây. Chữ Na, kết hợp chữ 邑, để giải thích cần hiểu tiếng Trung. Trong tiếng Trung, chữ 那 có nghĩa là 'đó' hay 'những cái đó'. Tức là 'những cái đó' trong chữ 那 có nghĩa là người sống ở vùng biên cương, người phía tây. Chữ Na có nghĩa là chỉ người phía tây sống ngoài thành bằng cách kết hợp chữ 冄 vẽ đặc trưng đàn ông phía tây và chữ 邑. Tuy nhiên, trong tiếng Hàn nó được dùng với nghĩa là 'làm sao' hay 'nào'.",,,,,
美,,,"Chữ 美 có nghĩa là 'đẹp' hay 'ngon'. Chữ 美 là hình ảnh kết hợp giữa chữ 大 (đại - lớn) và chữ 羊 (dương - cừu). Nhìn vào giáp cốt văn của chữ 美, hình ảnh người đội vật trang trí trên đầu được vẽ. Cừu tượng trưng cho điềm lành, nên chữ Mỹ cũng được xem là vẽ người đội đầu cừu làm vật trang trí. Cổ đại, để làm lễ tế hoặc nghi thức, thầy tế lễ đội vật trang trí đặc biệt trên đầu. Do đó, chữ 美 được giải thích là có nghĩa 'đẹp' bằng cách vẽ người đội sừng cừu hoặc lông vũ trên đầu.",,,,,
饺,,,"Được tạo thành từ bộ thực (𩙿(=食) ☞ ăn, thực phẩm) biểu thị ý nghĩa và chữ Giao (交) biểu thị âm đọc (gyo) hợp lại.",,,,,
俄,,,Được tạo thành từ bộ nhân đứng (亻(=人) ☞ người) biểu thị ý nghĩa và chữ Ngã (我) biểu thị âm đọc (a) hợp lại.,,,,,
毛,,,"Chữ 毛 có nghĩa là 'lông'. Chữ 毛 ban đầu vẽ lông vũ của chim, nhìn vào kim văn của chữ 毛, hình ảnh lông vũ vươn ra hai bên được biểu hiện. Tuy nhiên, chữ 毛 hiện nay được dùng để bao gồm lông của chim, người, động vật. Thậm chí cả những thứ trông giống lông cũng dùng chữ 毛, phạm vi sử dụng rất rộng. Trong Hán tự thông dụng, chỉ có 1 chữ có bộ 毛 làm bộ thủ, nhưng ngoài bộ thủ, tất cả các chữ khác đều truyền đạt ý nghĩa liên quan đến 'lông'.",,,,,
杂,,,"Chữ 雜 có nghĩa là 'trộn lẫn' hay 'lẫn lộn', 'lộn xộn'. Quá trình hình thành chữ 雜 khá phức tạp. Chữ 雜 hiện nay là hình ảnh kết hợp giữa chữ 集 (tập - tụ tập) và chữ 衣 (y - áo). Tuy nhiên, nhìn vào giáp cốt văn của chữ 雜, chỉ đơn thuần vẽ 3 con chim. Dù hiện nay không dùng, nhưng chữ 雥 (tập - tụ tập thành đàn) chính là hình dáng ban đầu của chữ 雜. Chữ 雥 có nghĩa là 'trộn lẫn' từ ý nghĩa nhiều con chim có màu sắc hoặc giống loài khác nhau tụ tập lại. Sau này chữ thay đổi, thành hình thức kết hợp giữa chữ 集 có nghĩa 'tụ tập' và chữ 衣. Chữ 衣 được dùng vì chữ 雜 có thời có nghĩa là 'quần áo' có nhiều màu sắc khác nhau trộn lẫn.",,,,,
志,,,"Chữ 志 có nghĩa là 'ý chí' hay 'tâm', 'cảm xúc'. Chữ 志 là hình ảnh kết hợp giữa chữ 士 (sĩ - sĩ tử) và chữ 心 (tâm - tim). Tuy nhiên, nhìn vào kim văn của chữ 志, ban đầu nó là sự kết hợp giữa chữ 之 (chi - đi) và chữ 心. Điều này có nghĩa là 'tấm lòng (心) muốn đi (之)'. Vì vậy, có thể nói chữ Chí là chữ biểu hiện ý chí thực hiện mục tiêu của mình. Tuy nhiên, trong khải thư, chữ 之 đã bị đổi nhầm thành chữ 士, khiến khó suy ra nghĩa gốc.",,,,,
字,,宀、子,"Chữ 字 có nghĩa là 'chữ' hay 'văn tự'. Chữ 字 là hình ảnh kết hợp giữa chữ 宀 (miên - mái nhà) và chữ 子 (tử - con). Chữ 宀 vẽ mái nhà, nên truyền đạt ý nghĩa liên quan đến nhà. Chữ Tự, kết hợp chữ 子 vào chữ 宀 có nghĩa nhà như vậy, ban đầu có nghĩa là 'nuôi dưỡng em bé trong nhà'. Nghĩa 'nuôi dưỡng' hay 'chăm sóc' vẫn còn trong chữ Tự cũng là vì lẽ này. Tuy nhiên, từ thời Tần Thủy Hoàng, chữ 字 bắt đầu được dùng với nghĩa là 'chữ', nên hiện nay được dùng với nghĩa liên quan đến 'văn tự (文字)'.",,,,,
哥,,,Sự kết hợp của Khả (可) + Khả (可). Có nghĩa là 「ngân nga hát dài」.,,,,,
歌,,,"Chữ 歌 có nghĩa là 'hát'. Chữ 歌 là hình ảnh kết hợp giữa chữ 哥 (ca - anh cả) và chữ 欠 (khiếm - ngáp). Tuy nhiên, trong kim văn, chữ 訶 (hà - mắng) kết hợp chữ 言 (ngôn - lời nói) và chữ 可 (khả - đúng) được dùng với nghĩa là 'hát'. Nhưng trong tiểu triện, khi chữ 訶 được dùng với nghĩa là 'mắng', chữ 歌 kết hợp chữ 哥 (ca - anh cả) và chữ 欠 (khiếm - ngáp) được tạo ra riêng. Mặc dù chữ 哥 đã có nghĩa là 'hát', nhưng chữ 歌 được tạo ra bằng cách ứng dụng chữ 欠 vẽ hình ảnh há miệng để càng nhấn mạnh nghĩa gốc.",,,,,
几,,,"Chữ 幾 có nghĩa là 'mấy' hay 'bao nhiêu', 'thường xuyên'. Chữ 幾 là hình ảnh kết hợp giữa chữ 戈 (qua - mâu), chữ 人 (nhân - người), chữ 幺 (yêu - nhỏ). Chữ 戈 ở đây không liên quan đến nghĩa mà chỉ đơn thuần biểu hiện khung cửi. Chữ 幾 vẽ khung cửi, máy dệt vải. Do đó, nghĩa gốc của chữ 幾 là 'khung cửi'. Để dệt vải bằng khung cửi, phải nâng lên hạ xuống sợi dọc vô số lần. Do đó, chữ 幾 được giả tá (mượn nghĩa) thành nghĩa 'mấy' hay 'bao nhiêu', 'thường xuyên' liên quan đến 'số lượng' từ ý nghĩa thao tác sợi dọc vô số lần. Do đó, sau này chữ 機 (cơ - máy/cơ hội) được thêm chữ 木 (mộc - gỗ) vào để thay thế nghĩa đó. Lưu ý, tùy vào cách làm 잉아 질 (một thao tác dệt) mà vải có được dệt tốt hay không. Do đó, chữ 幾 còn phái sinh các nghĩa 'dấu hiệu', 'linh cảm', 'cơ hội'.",,机、凡、亮,,,
中,,,"Chữ 中 có nghĩa là 'giữa' hay 'bên trong', 'trong'. Trước đây chữ 中 được giải thích là vẽ hình ảnh xuyên thủng vật gì đó. Tuy nhiên, sau khi giáp cốt văn được phát hiện, người ta biết rằng đây là vẽ hình ảnh cắm cờ trong doanh trại quân đội. Chữ Trung vẽ lá cờ phấp phới ở trung tâm doanh trại, có nghĩa là 'giữa' hay 'trung tâm'. Khi chữ Trung có nghĩa là 'trung tâm', đôi khi nó cũng có nghĩa là 'bên trong' hay 'trong', 'tâm' của sự vật.",,,,,
午,,,"Chữ 午 có nghĩa là 'trưa' hay 'chính ngọ'. Chữ 午 vẽ cái chày giã gạo. Nhìn vào giáp cốt văn và kim văn của chữ 午, cái chày dùng khi giã gạo được vẽ. Do đó, nghĩa gốc của chữ 午 cũng là 'cái chày giã gạo'. Tuy nhiên, sau này chữ Ngọ được giả tá (mượn nghĩa) thành nghĩa 'chính ngọ' hay 'buổi trưa'. Do đó, hiện nay chữ 杵 (chử - chày) được thêm chữ 木 (mộc - gỗ) vào để thay thế nghĩa 'cái chày giã gạo'.",,,,,
英,,,"Chữ 英 có nghĩa là 'cánh hoa' hay 'danh dự'. Chữ 英 là hình ảnh kết hợp giữa chữ 艹 (thảo - cỏ) và chữ 央 (ương - trung tâm). Chữ 央 có nghĩa là 'ở giữa', nhưng ở đây chỉ đóng vai trò phát âm 'ương → anh'. Cánh hoa là từ chỉ toàn bộ cánh hoa. Vì liên quan đến thực vật nên chữ 艹 được dùng làm yếu tố ý nghĩa. Chữ Anh ban đầu là chữ được tạo ra để chỉ nghĩa 'cánh hoa', nhưng hiện nay chủ yếu được dùng với nghĩa là 'danh dự' hay 'xuất sắc'.",,,,,
张,,,"Chữ 張 có nghĩa là 'bày ra' hay 'mở rộng'. Chữ 張 là hình ảnh kết hợp giữa chữ 弓 (cung - cung tên) và chữ 長 (trường - dài). Chữ 長 vẽ người già tóc dài, có nghĩa là 'dài'. Chữ Trương, kết hợp chữ 弓 vào chữ 長 có nghĩa 'dài' như vậy, có nghĩa là bắn tên đi xa, tức là 'lan rộng'.",,,,,
东,,,"Chữ 東 có nghĩa là 'phía đông' hay 'hướng đông'. Chữ 東 là hình ảnh kết hợp giữa chữ 木 (mộc - gỗ) và chữ 日 (nhật - mặt trời/ngày). Do đó, trước đây nó được giải thích là hình ảnh mặt trời (日) mọc vướng vào cây (木). Tuy nhiên, sau khi giáp cốt văn được phát hiện, người ta biết rằng chữ Đông là vẽ hình ảnh gói đồ được buộc chặt. Do đó, nghĩa gốc của chữ 東 là 'buộc' hay 'đồ vật'. Tuy nhiên, sau này nghĩa chỉ phương hướng được giả tá (mượn nghĩa), hiện nay có nghĩa là 'phía đông' hay 'hướng đông'. Tuy nhiên, khi chữ Đông kết hợp với các chữ khác, nó vẫn truyền đạt ý nghĩa liên quan đến gói đồ. Gói đồ được giải thích là chứa đầy hạt giống ngũ cốc. Do đó, các chữ dùng chữ Đông như 重 (trọng - nặng), 種 (chủng - hạt), 動 (động - cử động), 量 (lượng - đo), 衝 (xung - đâm) đều nên được giải thích là liên quan đến gói đồ chứa ngũ cốc.",,,,,
饭,,,"Chữ 飯 có nghĩa là 'cơm' hay 'bữa ăn', 'ăn'. Chữ 飯 là hình ảnh kết hợp giữa chữ 食 (thực - ăn) và chữ 反 (phản - lật lại). Chữ 反 vẽ hình ảnh dùng tay lật vật gì đó, nhưng ở đây chỉ đóng vai trò phát âm. Thực ra theo từ điển, chữ 飯 và chữ 食 có cùng nghĩa. Tuy nhiên, trước đây chữ 食 chủ yếu chỉ 'ăn' hay bản thân 'thức ăn', còn chữ 飯 chỉ bữa ăn chủ yếu là ngũ cốc (穀食). Tuy nhiên, chữ 食 và chữ 飯 hiện nay chỉ phân biệt theo tập quán chứ không có sự khác biệt lớn về nghĩa.",,,,,
姓,,,"Chữ 姓 có nghĩa là 'họ' hay 'bách tính'. Chữ 姓 là hình ảnh kết hợp giữa chữ 女 (nữ - phụ nữ) và chữ 生 (sinh - sinh ra). Chữ 生 vẽ hình ảnh cây cỏ mọc lên, có nghĩa là 'mọc' hay 'sinh ra'. Chữ Tính, được tạo thành từ chữ 生 và chữ 女, có nghĩa là 'việc sinh ra (生) được quyết định bởi người phụ nữ (女)'. Mọi người đều biết rằng loài người cổ đại bắt nguồn từ xã hội mẫu hệ. Trong xã hội mẫu hệ, chỉ phụ nữ mới có thể có họ, và họ của họ được truyền cho con gái. Điều này là do phụ nữ có khả năng sinh sản được coi là thần thánh. Chữ 姓 chính là chữ ra đời từ nhận thức này.",,,,,
贵,,、贝,"Chữ 貴 có nghĩa là 'quý' hay '(thân phận) cao'. Chữ 貴 là hình ảnh kết hợp giữa chữ 臼 (cữu - cối), chữ 土 (thổ - đất), chữ 貝 (bối - vỏ sò). Tuy nhiên, nhìn vào giáp cốt văn của chữ 貴, hình ảnh dùng hai tay ôm lấy đất được vẽ. Trong thời đại coi trọng nông nghiệp, đất là thứ quý giá tạo ra vạn vật. Do đó, trong giáp cốt văn, chữ 貴 biểu hiện nghĩa 'quý' hay 'quý báu' bằng cách vẽ hình ảnh dùng hai tay ôm lấy đất như vậy. Tuy nhiên, trong tiểu triện, chữ 貝 được thêm vào, sự tồn tại của sự quý giá chuyển từ đất sang tài vật.",,,,,
米,,,"Chữ 米 có nghĩa là 'gạo' hay 'hạt ngũ cốc', là vẽ hạt lúa. Chữ 米 trông giống như chữ 木 (mộc - gỗ) có chấm, nhưng thực chất là vẽ hình ảnh hạt lúa vương vãi xung quanh chữ 十 (thập - mười). Nhìn vào giáp cốt văn của chữ 米, 6 hạt lúa vương vãi xung quanh thanh gỗ dài, thanh gỗ dài ở đây vẽ dụng cụ để trải hạt lúa. Ngay cả bây giờ, khi thu hoạch lúa, người ta phơi hạt lúa đã tuốt dưới ánh nắng mặt trời, lúc này dụng cụ để trải hạt lúa cho khô đều được biểu hiện. Chữ 米 vẽ hạt lúa, nên khi được dùng làm bộ thủ, nó chủ yếu truyền đạt ý nghĩa liên quan đến 'gạo' hay 'ngũ cốc' hoặc sản phẩm chế biến từ ngũ cốc.",,迷、粒、继、类,,,
阿,,,"Được tạo thành từ bộ phụ (阝(=阜) ☞ đồi) biểu thị ý nghĩa và chữ Khả (可 → A), đồng thời biểu thị âm đọc (ga → a) và có ý nghĩa uốn cong. Biểu thị ý nghĩa khúc cua của núi (山) hoặc đồi. Thông qua việc giống với chữ 倚 (ỷ ☞ nghĩa theo đuôi), cũng được dùng với nghĩa nịnh hót (阿附--).",,,,,
拉,,,"Được tạo thành bởi sự kết hợp của bộ thủ 재방변 (扌(=tay) ☞ tay), biểu thị ý nghĩa, và chữ 立 (lập), biểu thị âm thanh.",,,,,
伯,,,"Chữ 伯 có nghĩa là 'bác cả', hay 'anh cả', 'thủ lĩnh'. Chữ 伯 là hình ảnh kết hợp giữa chữ 人 (nhân - người) và chữ 白 (bạch - trắng/sáng). Chữ 白 vẽ hình ảnh ngọn nến đang cháy sáng, có nghĩa là 'sáng' hay 'trắng'. Chữ Bá, thêm chữ 人 vào chữ 白 có nghĩa 'sáng' như vậy, có nghĩa là 'người tỏa sáng'. Người tỏa sáng ở đây là thủ lĩnh trong nhóm. Trong xã hội thị tộc, người anh cả là 伯.",,,,,
图,,,"Chữ 圖 có nghĩa là 'bản đồ' hay 'tính toán'. Chữ 圖 là hình ảnh kết hợp giữa chữ 囗 (vi - bao vây) và chữ giản lược của chữ 鄙 (bỉ - hèn hạ). Chữ 鄙 là chữ chỉ vùng biên cương của Trung Quốc, có nghĩa là 'dơ bẩn' hay 'vùng biên cương'. Chữ Đồ, thêm chữ 囗 vào chữ 鄙 có nghĩa vùng biên cương như vậy, được tạo ra với nghĩa là 'bản đồ'. Tức là chữ Đồ có nghĩa là 'bản đồ' vẽ cả vùng biên cương. Để lập kế hoạch hoặc đối sách cho chiến tranh, bản đồ là rất cần thiết. Do đó, ngoài nghĩa 'bản đồ', chữ Đồ còn phái sinh các nghĩa 'mưu tính' hay 'tính toán'.",,,,,
